id,loan_id,due_date,paid_date,expected_amount,paid_amount,payment_status,days_overdue
422,24,2024-05-22,2024-05-22,212623.31,212623.31,paid,0
423,24,2024-05-29,2024-05-29,212623.31,212623.31,paid,0
424,24,2024-06-05,2024-06-05,212623.31,212623.31,paid,0
425,24,2024-06-12,2024-06-12,212623.31,212623.31,paid,0
426,24,2024-06-19,2024-06-19,212623.31,212623.31,paid,0
427,24,2024-06-26,2024-06-26,212623.31,212623.31,paid,0
428,24,2024-07-03,2024-07-03,212623.31,212623.31,paid,0
429,24,2024-07-10,2024-07-10,212623.31,212623.31,paid,0
430,24,2024-07-17,2024-07-17,212623.31,212623.31,paid,0
431,24,2024-07-24,2024-07-24,212623.31,212623.31,paid,0
432,24,2024-07-31,2024-07-31,212623.31,212623.31,paid,0
433,24,2024-08-07,2024-08-07,212623.31,212623.31,paid,0
434,24,2024-08-14,2024-08-14,212623.31,212623.31,paid,0
435,24,2024-08-21,2024-08-21,212623.31,212623.31,paid,0
436,24,2024-08-28,2024-08-28,212623.31,212623.31,paid,0
437,24,2024-09-04,2024-09-07,212623.31,212623.31,paid,3
438,25,2024-09-04,2024-09-04,316629.25,316629.25,paid,0
439,25,2024-09-11,2024-09-11,316629.25,316629.25,paid,0
440,25,2024-09-18,2024-09-18,316629.25,316629.25,paid,0
441,25,2024-09-25,2024-09-26,316629.25,316629.25,paid,1
442,25,2024-10-02,2024-10-02,316629.25,316629.25,paid,0
443,25,2024-10-09,2024-10-09,316629.25,316629.25,paid,0
444,25,2024-10-16,2024-10-16,316629.25,316629.25,paid,0
445,25,2024-10-23,2024-10-23,316629.25,316629.25,paid,0
446,25,2024-10-30,2024-10-30,316629.25,316629.25,paid,0
447,25,2024-11-06,2024-11-06,316629.25,316629.25,paid,0
448,25,2024-11-13,2024-11-13,316629.25,316629.25,paid,0
449,25,2024-11-20,2024-11-20,316629.25,316629.25,paid,0
450,25,2024-11-27,2024-11-27,316629.25,316629.25,paid,0
451,25,2024-12-04,2024-12-04,316629.25,316629.25,paid,0
452,25,2024-12-11,2024-12-13,316629.25,316629.25,paid,2
453,25,2024-12-18,2024-12-18,316629.25,316629.25,paid,0
454,25,2024-12-25,2024-12-25,316629.25,316629.25,paid,0
455,25,2025-01-01,2025-01-01,316629.25,316629.25,paid,0
456,25,2025-01-08,2025-01-08,316629.25,316629.25,paid,0
457,25,2025-01-15,2025-01-15,316629.25,316629.25,paid,0
458,26,2024-07-24,2024-07-24,512444.75,512444.75,paid,0
459,26,2024-07-31,2024-07-31,512444.75,512444.75,paid,0
460,26,2024-08-07,2024-08-07,512444.75,512444.75,paid,0
461,26,2024-08-14,2024-08-14,512444.75,512444.75,paid,0
462,26,2024-08-21,2024-08-21,512444.75,512444.75,paid,0
463,26,2024-08-28,2024-08-30,512444.75,512444.75,paid,2
464,26,2024-09-04,2024-09-04,512444.75,512444.75,paid,0
465,26,2024-09-11,2024-09-11,512444.75,512444.75,paid,0
466,26,2024-09-18,2024-09-18,512444.75,512444.75,paid,0
467,26,2024-09-25,2024-09-25,512444.75,512444.75,paid,0
468,26,2024-10-02,2024-10-02,512444.75,512444.75,paid,0
469,26,2024-10-09,2024-10-09,512444.75,512444.75,paid,0
470,26,2024-10-16,2024-10-16,512444.75,512444.75,paid,0
471,26,2024-10-23,2024-10-23,512444.75,512444.75,paid,0
472,26,2024-10-30,2024-10-30,512444.75,512444.75,paid,0
473,26,2024-11-06,2024-11-06,512444.75,512444.75,paid,0
474,27,2024-09-03,2024-09-03,463262.5,463262.5,paid,0
475,27,2024-09-10,2024-09-10,463262.5,463262.5,paid,0
476,27,2024-09-17,2024-09-17,463262.5,463262.5,paid,0
477,27,2024-09-24,2024-09-24,463262.5,463262.5,paid,0
478,27,2024-10-01,2024-10-01,463262.5,463262.5,paid,0
479,27,2024-10-08,2024-10-08,463262.5,463262.5,paid,0
480,27,2024-10-15,2024-10-15,463262.5,463262.5,paid,0
481,27,2024-10-22,2024-10-22,463262.5,463262.5,paid,0
482,27,2024-10-29,2024-10-29,463262.5,463262.5,paid,0
483,27,2024-11-05,2024-11-05,463262.5,463262.5,paid,0
484,27,2024-11-12,2024-11-12,463262.5,463262.5,paid,0
485,27,2024-11-19,2024-11-19,463262.5,463262.5,paid,0
486,27,2024-11-26,2024-11-26,463262.5,463262.5,paid,0
487,27,2024-12-03,2024-12-03,463262.5,463262.5,paid,0
488,27,2024-12-10,2024-12-10,463262.5,463262.5,paid,0
489,27,2024-12-17,2024-12-17,463262.5,463262.5,paid,0
490,27,2024-12-24,2024-12-24,463262.5,463262.5,paid,0
491,27,2024-12-31,2024-12-31,463262.5,463262.5,paid,0
492,27,2025-01-07,2025-01-07,463262.5,463262.5,paid,0
493,27,2025-01-14,2025-01-14,463262.5,463262.5,paid,0
494,28,2023-12-03,2023-12-03,108573.83,108573.83,paid,0
495,28,2023-12-10,2023-12-10,108573.83,108573.83,paid,0
496,28,2023-12-17,2023-12-17,108573.83,108573.83,paid,0
497,28,2023-12-24,2023-12-24,108573.83,108573.83,paid,0
498,28,2023-12-31,2023-12-31,108573.83,108573.83,paid,0
499,28,2024-01-07,2024-01-07,108573.83,108573.83,paid,0
500,28,2024-01-14,2024-01-14,108573.83,108573.83,paid,0
501,28,2024-01-21,2024-01-23,108573.83,108573.83,paid,2
502,28,2024-01-28,2024-01-28,108573.83,108573.83,paid,0
503,28,2024-02-04,2024-02-07,108573.83,108573.83,paid,3
504,28,2024-02-11,2024-02-11,108573.83,108573.83,paid,0
505,28,2024-02-18,2024-02-18,108573.83,108573.83,paid,0
506,28,2024-02-25,2024-02-25,108573.83,108573.83,paid,0
507,28,2024-03-03,2024-03-03,108573.83,108573.83,paid,0
508,28,2024-03-10,2024-03-10,108573.83,108573.83,paid,0
509,28,2024-03-17,2024-03-17,108573.83,108573.83,paid,0
510,28,2024-03-24,2024-03-24,108573.83,108573.83,paid,0
511,28,2024-03-31,2024-03-31,108573.83,108573.83,paid,0
512,28,2024-04-07,2024-04-07,108573.83,108573.83,paid,0
513,28,2024-04-14,2024-04-14,108573.83,108573.83,paid,0
514,28,2024-04-21,2024-04-21,108573.83,108573.83,paid,0
515,28,2024-04-28,2024-04-28,108573.83,108573.83,paid,0
516,28,2024-05-05,2024-05-05,108573.83,108573.83,paid,0
517,28,2024-05-12,2024-05-12,108573.83,108573.83,paid,0
518,29,2023-12-26,2023-12-26,176358.25,176358.25,paid,0
519,29,2024-01-02,2024-01-02,176358.25,176358.25,paid,0
520,29,2024-01-09,2024-01-09,176358.25,176358.25,paid,0
521,29,2024-01-16,2024-01-16,176358.25,176358.25,paid,0
522,29,2024-01-23,2024-01-23,176358.25,176358.25,paid,0
523,29,2024-01-30,2024-01-30,176358.25,176358.25,paid,0
524,29,2024-02-06,2024-02-06,176358.25,176358.25,paid,0
525,29,2024-02-13,2024-02-13,176358.25,176358.25,paid,0
526,29,2024-02-20,2024-02-20,176358.25,176358.25,paid,0
527,29,2024-02-27,2024-02-27,176358.25,176358.25,paid,0
528,29,2024-03-05,2024-03-05,176358.25,176358.25,paid,0
529,29,2024-03-12,2024-03-12,176358.25,176358.25,paid,0
530,29,2024-03-19,2024-03-19,176358.25,176358.25,paid,0
531,29,2024-03-26,2024-03-26,176358.25,176358.25,paid,0
532,29,2024-04-02,2024-04-02,176358.25,176358.25,paid,0
533,29,2024-04-09,2024-04-09,176358.25,176358.25,paid,0
534,30,2025-02-18,2025-02-18,215838.96,215838.96,paid,0
535,30,2025-02-25,2025-02-25,215838.96,215838.96,paid,0
536,30,2025-03-04,2025-03-04,215838.96,215838.96,paid,0
537,30,2025-03-11,2025-03-11,215838.96,215838.96,paid,0
538,30,2025-03-18,2025-03-18,215838.96,215838.96,paid,0
539,30,2025-03-25,2025-03-25,215838.96,215838.96,paid,0
540,30,2025-04-01,2025-04-01,215838.96,215838.96,paid,0
541,30,2025-04-08,2025-04-08,215838.96,215838.96,paid,0
542,30,2025-04-15,2025-04-15,215838.96,215838.96,paid,0
543,30,2025-04-22,2025-04-22,215838.96,215838.96,paid,0
544,30,2025-04-29,2025-04-29,215838.96,215838.96,paid,0
545,30,2025-05-06,2025-05-06,215838.96,215838.96,paid,0
546,30,2025-05-13,2025-05-13,215838.96,215838.96,paid,0
547,30,2025-05-20,2025-05-21,215838.96,215838.96,paid,1
548,30,2025-05-27,2025-05-27,215838.96,215838.96,paid,0
549,30,2025-06-03,2025-06-03,215838.96,215838.96,paid,0
550,30,2025-06-10,2025-06-10,215838.96,215838.96,paid,0
551,30,2025-06-17,2025-06-17,215838.96,215838.96,paid,0
552,30,2025-06-24,2025-06-24,215838.96,215838.96,paid,0
553,30,2025-07-01,2025-07-01,215838.96,215838.96,paid,0
554,30,2025-07-08,2025-07-09,215838.96,215838.96,paid,1
555,30,2025-07-15,2025-07-15,215838.96,215838.96,paid,0
556,30,2025-07-22,2025-07-22,215838.96,215838.96,paid,0
557,30,2025-07-29,2025-07-29,215838.96,215838.96,paid,0
558,31,2024-09-04,2024-09-04,288089.5,288089.5,paid,0
559,31,2024-09-11,2024-09-11,288089.5,288089.5,paid,0
560,31,2024-09-18,2024-09-18,288089.5,288089.5,paid,0
561,31,2024-09-25,2024-09-25,288089.5,288089.5,paid,0
562,31,2024-10-02,2024-10-02,288089.5,288089.5,paid,0
563,31,2024-10-09,2024-10-09,288089.5,288089.5,paid,0
564,31,2024-10-16,2024-10-16,288089.5,288089.5,paid,0
565,31,2024-10-23,2024-10-23,288089.5,288089.5,paid,0
566,31,2024-10-30,2024-10-30,288089.5,288089.5,paid,0
567,31,2024-11-06,2024-11-06,288089.5,288089.5,paid,0
568,31,2024-11-13,2024-11-13,288089.5,288089.5,paid,0
569,31,2024-11-20,2024-11-20,288089.5,288089.5,paid,0
570,31,2024-11-27,2024-11-27,288089.5,288089.5,paid,0
571,31,2024-12-04,2024-12-04,288089.5,288089.5,paid,0
572,31,2024-12-11,2024-12-11,288089.5,288089.5,paid,0
573,31,2024-12-18,2024-12-18,288089.5,288089.5,paid,0
574,31,2024-12-25,2024-12-25,288089.5,288089.5,paid,0
575,31,2025-01-01,2025-01-01,288089.5,288089.5,paid,0
576,31,2025-01-08,2025-01-08,288089.5,288089.5,paid,0
577,31,2025-01-15,2025-01-15,288089.5,288089.5,paid,0
578,31,2025-01-22,2025-01-22,288089.5,288089.5,paid,0
579,31,2025-01-29,2025-01-29,288089.5,288089.5,paid,0
580,31,2025-02-05,2025-02-05,288089.5,288089.5,paid,0
581,31,2025-02-12,2025-02-12,288089.5,288089.5,paid,0
582,32,2025-08-22,2025-08-22,335760.75,335760.75,paid,0
583,32,2025-08-29,2025-08-29,335760.75,335760.75,paid,0
584,32,2025-09-05,2025-09-05,335760.75,335760.75,paid,0
585,32,2025-09-12,2025-09-12,335760.75,335760.75,paid,0
586,32,2025-09-19,2025-09-19,335760.75,335760.75,paid,0
587,32,2025-09-26,2025-09-26,335760.75,335760.75,paid,0
588,32,2025-10-03,2025-10-03,335760.75,335760.75,paid,0
589,32,2025-10-10,2025-10-10,335760.75,335760.75,paid,0
590,32,2025-10-17,2025-10-17,335760.75,335760.75,paid,0
591,32,2025-10-24,2025-10-24,335760.75,335760.75,paid,0
592,32,2025-10-31,2025-10-31,335760.75,335760.75,paid,0
593,32,2025-11-07,2025-11-07,335760.75,335760.75,paid,0
594,32,2025-11-14,2025-11-14,335760.75,335760.75,paid,0
595,33,2024-01-23,2024-01-23,103680.0,103680.0,paid,0
596,33,2024-01-30,2024-01-30,103680.0,103680.0,paid,0
597,33,2024-02-06,2024-02-06,103680.0,103680.0,paid,0
598,33,2024-02-13,2024-02-13,103680.0,103680.0,paid,0
599,33,2024-02-20,2024-02-20,103680.0,103680.0,paid,0
600,33,2024-02-27,2024-02-27,103680.0,103680.0,paid,0
601,33,2024-03-05,2024-03-05,103680.0,103680.0,paid,0
602,33,2024-03-12,2024-03-12,103680.0,103680.0,paid,0
603,33,2024-03-19,2024-03-19,103680.0,103680.0,paid,0
604,33,2024-03-26,2024-03-29,103680.0,103680.0,paid,3
605,33,2024-04-02,2024-04-02,103680.0,103680.0,paid,0
606,33,2024-04-09,2024-04-09,103680.0,103680.0,paid,0
607,33,2024-04-16,2024-04-16,103680.0,103680.0,paid,0
608,33,2024-04-23,2024-04-23,103680.0,103680.0,paid,0
609,33,2024-04-30,2024-04-30,103680.0,103680.0,paid,0
610,33,2024-05-07,2024-05-07,103680.0,103680.0,paid,0
611,33,2024-05-14,2024-05-14,103680.0,103680.0,paid,0
612,33,2024-05-21,2024-05-21,103680.0,103680.0,paid,0
613,33,2024-05-28,2024-05-28,103680.0,103680.0,paid,0
614,33,2024-06-04,2024-06-07,103680.0,103680.0,paid,3
615,34,2024-10-21,2024-10-21,131563.29,131563.29,paid,0
616,34,2024-10-28,2024-10-28,131563.29,131563.29,paid,0
617,34,2024-11-04,2024-11-04,131563.29,131563.29,paid,0
618,34,2024-11-11,2024-11-11,131563.29,131563.29,paid,0
619,34,2024-11-18,2024-11-18,131563.29,131563.29,paid,0
620,34,2024-11-25,2024-11-25,131563.29,131563.29,paid,0
621,34,2024-12-02,2024-12-02,131563.29,131563.29,paid,0
622,34,2024-12-09,2024-12-11,131563.29,131563.29,paid,2
623,34,2024-12-16,2024-12-16,131563.29,131563.29,paid,0
624,34,2024-12-23,2024-12-23,131563.29,131563.29,paid,0
625,34,2024-12-30,2024-12-30,131563.29,131563.29,paid,0
626,34,2025-01-06,2025-01-06,131563.29,131563.29,paid,0
627,34,2025-01-13,2025-01-13,131563.29,131563.29,paid,0
628,34,2025-01-20,2025-01-20,131563.29,131563.29,paid,0
629,34,2025-01-27,2025-01-27,131563.29,131563.29,paid,0
630,34,2025-02-03,2025-02-03,131563.29,131563.29,paid,0
631,34,2025-02-10,2025-02-10,131563.29,131563.29,paid,0
632,34,2025-02-17,2025-02-17,131563.29,131563.29,paid,0
633,34,2025-02-24,2025-02-24,131563.29,131563.29,paid,0
634,34,2025-03-03,2025-03-03,131563.29,131563.29,paid,0
635,34,2025-03-10,2025-03-10,131563.29,131563.29,paid,0
636,34,2025-03-17,2025-03-17,131563.29,131563.29,paid,0
637,34,2025-03-24,2025-03-24,131563.29,131563.29,paid,0
638,34,2025-03-31,2025-03-31,131563.29,131563.29,paid,0
639,35,2025-08-09,2025-08-09,187048.0,187048.0,paid,0
640,35,2025-08-16,2025-08-16,187048.0,187048.0,paid,0
641,35,2025-08-23,2025-08-23,187048.0,187048.0,paid,0
642,35,2025-08-30,2025-08-30,187048.0,187048.0,paid,0
643,35,2025-09-06,2025-09-06,187048.0,187048.0,paid,0
644,35,2025-09-13,2025-09-13,187048.0,187048.0,paid,0
645,35,2025-09-20,2025-09-20,187048.0,187048.0,paid,0
646,35,2025-09-27,2025-09-27,187048.0,187048.0,paid,0
647,35,2025-10-04,2025-10-04,187048.0,187048.0,paid,0
648,35,2025-10-11,2025-10-11,187048.0,187048.0,paid,0
649,35,2025-10-18,2025-10-18,187048.0,187048.0,paid,0
650,35,2025-10-25,2025-10-25,187048.0,187048.0,paid,0
651,35,2025-11-01,2025-11-01,187048.0,187048.0,paid,0
652,35,2025-11-08,2025-11-08,187048.0,187048.0,paid,0
653,35,2025-11-15,2025-11-15,187048.0,187048.0,paid,0
654,36,2025-06-18,2025-06-18,203887.75,203887.75,paid,0
655,36,2025-06-25,2025-06-25,203887.75,203887.75,paid,0
656,36,2025-07-02,2025-07-02,203887.75,203887.75,paid,0
657,36,2025-07-09,2025-07-09,203887.75,203887.75,paid,0
658,36,2025-07-16,2025-07-16,203887.75,203887.75,paid,0
659,36,2025-07-23,2025-07-23,203887.75,203887.75,paid,0
660,36,2025-07-30,2025-07-30,203887.75,203887.75,paid,0
661,36,2025-08-06,2025-08-06,203887.75,203887.75,paid,0
662,36,2025-08-13,2025-08-13,203887.75,203887.75,paid,0
663,36,2025-08-20,2025-08-20,203887.75,203887.75,paid,0
664,36,2025-08-27,2025-08-27,203887.75,203887.75,paid,0
665,36,2025-09-03,2025-09-03,203887.75,203887.75,paid,0
666,36,2025-09-10,2025-09-10,203887.75,203887.75,paid,0
667,36,2025-09-17,2025-09-17,203887.75,203887.75,paid,0
668,36,2025-09-24,2025-09-24,203887.75,203887.75,paid,0
669,36,2025-10-01,2025-10-01,203887.75,203887.75,paid,0
670,37,2025-01-25,2025-01-25,148214.8,148214.8,paid,0
671,37,2025-02-01,2025-02-01,148214.8,148214.8,paid,0
672,37,2025-02-08,2025-02-08,148214.8,148214.8,paid,0
673,37,2025-02-15,2025-02-15,148214.8,148214.8,paid,0
674,37,2025-02-22,2025-02-22,148214.8,148214.8,paid,0
675,37,2025-03-01,2025-03-01,148214.8,148214.8,paid,0
676,37,2025-03-08,2025-03-08,148214.8,148214.8,paid,0
677,37,2025-03-15,2025-03-15,148214.8,148214.8,paid,0
678,37,2025-03-22,2025-03-22,148214.8,148214.8,paid,0
679,37,2025-03-29,2025-03-29,148214.8,148214.8,paid,0
680,37,2025-04-05,2025-04-05,148214.8,148214.8,paid,0
681,37,2025-04-12,2025-04-12,148214.8,148214.8,paid,0
682,37,2025-04-19,2025-04-20,148214.8,148214.8,paid,1
683,37,2025-04-26,2025-04-26,148214.8,148214.8,paid,0
684,37,2025-05-03,2025-05-03,148214.8,148214.8,paid,0
685,37,2025-05-10,2025-05-10,148214.8,148214.8,paid,0
686,37,2025-05-17,2025-05-17,148214.8,148214.8,paid,0
687,37,2025-05-24,2025-05-24,148214.8,148214.8,paid,0
688,37,2025-05-31,2025-05-31,148214.8,148214.8,paid,0
689,37,2025-06-07,2025-06-07,148214.8,148214.8,paid,0
690,38,2024-02-08,2024-02-11,653116.88,653116.88,paid,3
691,38,2024-02-15,2024-02-17,653116.88,653116.88,paid,2
692,38,2024-02-22,2024-02-22,653116.88,653116.88,paid,0
693,38,2024-02-29,2024-02-29,653116.88,653116.88,paid,0
694,38,2024-03-07,2024-03-07,653116.88,653116.88,paid,0
695,38,2024-03-14,2024-03-14,653116.88,653116.88,paid,0
696,38,2024-03-21,2024-03-21,653116.88,653116.88,paid,0
697,38,2024-03-28,2024-03-28,653116.88,653116.88,paid,0
698,38,2024-04-04,2024-04-04,653116.88,653116.88,paid,0
699,38,2024-04-11,2024-04-11,653116.88,653116.88,paid,0
700,38,2024-04-18,2024-04-18,653116.88,653116.88,paid,0
701,38,2024-04-25,2024-04-25,653116.88,653116.88,paid,0
702,38,2024-05-02,2024-05-02,653116.88,653116.88,paid,0
703,38,2024-05-09,2024-05-09,653116.88,653116.88,paid,0
704,38,2024-05-16,2024-05-16,653116.88,653116.88,paid,0
705,38,2024-05-23,2024-05-23,653116.88,653116.88,paid,0
706,39,2025-02-20,2025-02-20,492098.65,492098.65,paid,0
707,39,2025-02-27,2025-02-27,492098.65,492098.65,paid,0
708,39,2025-03-06,2025-03-06,492098.65,492098.65,paid,0
709,39,2025-03-13,2025-03-13,492098.65,492098.65,paid,0
710,39,2025-03-20,2025-03-20,492098.65,492098.65,paid,0
711,39,2025-03-27,2025-03-27,492098.65,492098.65,paid,0
712,39,2025-04-03,2025-04-03,492098.65,492098.65,paid,0
713,39,2025-04-10,2025-04-11,492098.65,492098.65,paid,1
714,39,2025-04-17,2025-04-17,492098.65,492098.65,paid,0
715,39,2025-04-24,2025-04-24,492098.65,492098.65,paid,0
716,39,2025-05-01,2025-05-01,492098.65,492098.65,paid,0
717,39,2025-05-08,2025-05-08,492098.65,492098.65,paid,0
718,39,2025-05-15,2025-05-15,492098.65,492098.65,paid,0
719,39,2025-05-22,2025-05-22,492098.65,492098.65,paid,0
720,39,2025-05-29,2025-05-29,492098.65,492098.65,paid,0
721,39,2025-06-05,2025-06-05,492098.65,492098.65,paid,0
722,39,2025-06-12,2025-06-12,492098.65,492098.65,paid,0
723,39,2025-06-19,2025-06-19,492098.65,492098.65,paid,0
724,39,2025-06-26,2025-06-26,492098.65,492098.65,paid,0
725,39,2025-07-03,2025-07-03,492098.65,492098.65,paid,0
726,40,2025-09-03,2025-09-03,177920.46,177920.46,paid,0
727,40,2025-09-10,2025-09-10,177920.46,177920.46,paid,0
728,40,2025-09-17,2025-09-17,177920.46,177920.46,paid,0
729,40,2025-09-24,2025-09-24,177920.46,177920.46,paid,0
730,40,2025-10-01,2025-10-01,177920.46,177920.46,paid,0
731,40,2025-10-08,2025-10-08,177920.46,177920.46,paid,0
732,40,2025-10-15,2025-10-15,177920.46,177920.46,paid,0
733,40,2025-10-22,2025-10-22,177920.46,177920.46,paid,0
734,40,2025-10-29,2025-10-29,177920.46,177920.46,paid,0
735,40,2025-11-05,2025-11-05,177920.46,177920.46,paid,0
736,40,2025-11-12,2025-11-12,177920.46,177920.46,paid,0
737,40,2025-11-19,2025-11-19,177920.46,177920.46,paid,0
738,41,2025-06-05,2025-06-05,297924.08,297924.08,paid,0
739,41,2025-06-12,2025-06-15,297924.08,297924.08,paid,3
740,41,2025-06-19,2025-06-19,297924.08,297924.08,paid,0
741,41,2025-06-26,2025-06-26,297924.08,297924.08,paid,0
742,41,2025-07-03,2025-07-03,297924.08,297924.08,paid,0
743,41,2025-07-10,2025-07-10,297924.08,297924.08,paid,0
744,41,2025-07-17,2025-07-17,297924.08,297924.08,paid,0
745,41,2025-07-24,2025-07-24,297924.08,297924.08,paid,0
746,41,2025-07-31,2025-07-31,297924.08,297924.08,paid,0
747,41,2025-08-07,2025-08-07,297924.08,297924.08,paid,0
748,41,2025-08-14,2025-08-14,297924.08,297924.08,paid,0
749,41,2025-08-21,2025-08-21,297924.08,297924.08,paid,0
750,41,2025-08-28,2025-08-28,297924.08,297924.08,paid,0
751,41,2025-09-04,2025-09-04,297924.08,297924.08,paid,0
752,41,2025-09-11,2025-09-11,297924.08,297924.08,paid,0
753,41,2025-09-18,2025-09-18,297924.08,297924.08,paid,0
754,41,2025-09-25,2025-09-25,297924.08,297924.08,paid,0
755,41,2025-10-02,2025-10-05,297924.08,297924.08,paid,3
756,41,2025-10-09,2025-10-09,297924.08,297924.08,paid,0
757,41,2025-10-16,2025-10-16,297924.08,297924.08,paid,0
758,41,2025-10-23,2025-10-23,297924.08,297924.08,paid,0
759,41,2025-10-30,2025-10-30,297924.08,297924.08,paid,0
760,41,2025-11-06,2025-11-06,297924.08,297924.08,paid,0
761,41,2025-11-13,2025-11-13,297924.08,297924.08,paid,0
762,42,2025-01-27,2025-01-27,306021.75,306021.75,paid,0
763,42,2025-02-03,2025-02-03,306021.75,306021.75,paid,0
764,42,2025-02-10,2025-02-10,306021.75,306021.75,paid,0
765,42,2025-02-17,2025-02-17,306021.75,306021.75,paid,0
766,42,2025-02-24,2025-02-24,306021.75,306021.75,paid,0
767,42,2025-03-03,2025-03-03,306021.75,306021.75,paid,0
768,42,2025-03-10,2025-03-10,306021.75,306021.75,paid,0
769,42,2025-03-17,2025-03-17,306021.75,306021.75,paid,0
770,42,2025-03-24,2025-03-24,306021.75,306021.75,paid,0
771,42,2025-03-31,2025-03-31,306021.75,306021.75,paid,0
772,42,2025-04-07,2025-04-07,306021.75,306021.75,paid,0
773,42,2025-04-14,2025-04-14,306021.75,306021.75,paid,0
774,42,2025-04-21,2025-04-21,306021.75,306021.75,paid,0
775,42,2025-04-28,2025-04-28,306021.75,306021.75,paid,0
776,42,2025-05-05,2025-05-05,306021.75,306021.75,paid,0
777,42,2025-05-12,2025-05-12,306021.75,306021.75,paid,0
778,42,2025-05-19,2025-05-19,306021.75,306021.75,paid,0
779,42,2025-05-26,2025-05-26,306021.75,306021.75,paid,0
780,42,2025-06-02,2025-06-02,306021.75,306021.75,paid,0
781,42,2025-06-09,2025-06-09,306021.75,306021.75,paid,0
782,43,2024-08-29,2024-08-29,198276.0,198276.0,paid,0
783,43,2024-09-05,2024-09-05,198276.0,198276.0,paid,0
784,43,2024-09-12,2024-09-12,198276.0,198276.0,paid,0
785,43,2024-09-19,2024-09-19,198276.0,198276.0,paid,0
786,43,2024-09-26,2024-09-26,198276.0,198276.0,paid,0
787,43,2024-10-03,2024-10-03,198276.0,198276.0,paid,0
788,43,2024-10-10,2024-10-10,198276.0,198276.0,paid,0
789,43,2024-10-17,2024-10-17,198276.0,198276.0,paid,0
790,43,2024-10-24,2024-10-24,198276.0,198276.0,paid,0
791,43,2024-10-31,2024-10-31,198276.0,198276.0,paid,0
792,43,2024-11-07,2024-11-07,198276.0,198276.0,paid,0
793,43,2024-11-14,2024-11-14,198276.0,198276.0,paid,0
794,43,2024-11-21,2024-11-21,198276.0,198276.0,paid,0
795,43,2024-11-28,2024-11-28,198276.0,198276.0,paid,0
796,43,2024-12-05,2024-12-05,198276.0,198276.0,paid,0
797,43,2024-12-12,2024-12-14,198276.0,198276.0,paid,2
798,43,2024-12-19,2024-12-19,198276.0,198276.0,paid,0
799,43,2024-12-26,2024-12-26,198276.0,198276.0,paid,0
800,43,2025-01-02,2025-01-02,198276.0,198276.0,paid,0
801,43,2025-01-09,2025-01-09,198276.0,198276.0,paid,0
802,43,2025-01-16,2025-01-16,198276.0,198276.0,paid,0
803,43,2025-01-23,2025-01-23,198276.0,198276.0,paid,0
804,43,2025-01-30,2025-01-30,198276.0,198276.0,paid,0
805,43,2025-02-06,2025-02-06,198276.0,198276.0,paid,0
806,44,2025-03-17,2025-03-17,250755.31,250755.31,paid,0
807,44,2025-03-24,2025-03-24,250755.31,250755.31,paid,0
808,44,2025-03-31,2025-03-31,250755.31,250755.31,paid,0
809,44,2025-04-07,2025-04-07,250755.31,250755.31,paid,0
810,44,2025-04-14,2025-04-14,250755.31,250755.31,paid,0
811,44,2025-04-21,2025-04-21,250755.31,250755.31,paid,0
812,44,2025-04-28,2025-04-28,250755.31,250755.31,paid,0
813,44,2025-05-05,2025-05-05,250755.31,250755.31,paid,0
814,44,2025-05-12,2025-05-12,250755.31,250755.31,paid,0
815,44,2025-05-19,2025-05-19,250755.31,250755.31,paid,0
816,44,2025-05-26,2025-05-26,250755.31,250755.31,paid,0
817,44,2025-06-02,2025-06-02,250755.31,250755.31,paid,0
818,44,2025-06-09,2025-06-09,250755.31,250755.31,paid,0
819,44,2025-06-16,2025-06-16,250755.31,250755.31,paid,0
820,44,2025-06-23,2025-06-24,250755.31,250755.31,paid,1
821,44,2025-06-30,2025-06-30,250755.31,250755.31,paid,0
822,45,2024-06-24,2024-06-24,144750.95,144750.95,paid,0
823,45,2024-07-01,2024-07-01,144750.95,144750.95,paid,0
824,45,2024-07-08,2024-07-08,144750.95,144750.95,paid,0
825,45,2024-07-15,2024-07-15,144750.95,144750.95,paid,0
826,45,2024-07-22,2024-07-22,144750.95,144750.95,paid,0
827,45,2024-07-29,2024-07-29,144750.95,144750.95,paid,0
828,45,2024-08-05,2024-08-05,144750.95,144750.95,paid,0
829,45,2024-08-12,2024-08-12,144750.95,144750.95,paid,0
830,45,2024-08-19,2024-08-19,144750.95,144750.95,paid,0
831,45,2024-08-26,2024-08-26,144750.95,144750.95,paid,0
832,45,2024-09-02,2024-09-02,144750.95,144750.95,paid,0
833,45,2024-09-09,2024-09-09,144750.95,144750.95,paid,0
834,45,2024-09-16,2024-09-16,144750.95,144750.95,paid,0
835,45,2024-09-23,2024-09-23,144750.95,144750.95,paid,0
836,45,2024-09-30,2024-09-30,144750.95,144750.95,paid,0
837,45,2024-10-07,2024-10-07,144750.95,144750.95,paid,0
838,45,2024-10-14,2024-10-14,144750.95,144750.95,paid,0
839,45,2024-10-21,2024-10-21,144750.95,144750.95,paid,0
840,45,2024-10-28,2024-10-28,144750.95,144750.95,paid,0
841,45,2024-11-04,2024-11-04,144750.95,144750.95,paid,0
842,46,2025-05-04,2025-05-04,320257.6,320257.6,paid,0
843,46,2025-05-11,2025-05-11,320257.6,320257.6,paid,0
844,46,2025-05-18,2025-05-18,320257.6,320257.6,paid,0
